placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,normalized_visits_by_state_scaling,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,normalized_visits_by_total_visits,normalized_visits_by_total_visitors
zzw-222@8gg-9sr-kzz,,YMCA,SG_BRAND_8c40d09d7a855232f6ae8762ffd5966a,YMCA,Individual and Family Services,Other Individual and Family Services,624190,35.741156,-81.339228,701 1st St NW,Hickory,NC,28601,US,,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""20:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""13:00"", ""17:00""]] }",Community Center,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,367,179,"[65,74,62,56,51,42,17]","[0,0,0,0,0,3,0,2,1,1,3,2,4,3,3,7,13,9,8,3,3,0,0,0,0,0,0,0,0,2,3,3,4,6,3,3,5,4,0,6,9,15,2,4,5,0,0,0,0,0,0,0,0,1,2,4,2,1,2,3,3,2,2,7,9,8,8,5,3,0,0,0,0,0,0,0,1,4,1,1,4,3,3,1,3,3,1,6,3,12,5,2,3,0,0,0,0,0,0,0,0,1,2,1,2,1,3,5,1,4,0,10,5,6,7,1,2,0,0,0,0,0,0,0,0,0,0,3,6,2,4,4,4,6,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,3,3,2,0,0,0,0,0,0,0]",370350105013,"{""370350105012"":13,""370350105021"":8,""370350103021"":8,""370350104012"":7,""370270313001"":7,""370350118013"":7,""370350103022"":6,""370350102011"":5,""370350106001"":5,""370270308003"":4,""370030406003"":4,""370350103031"":4,""370350118012"":4,""370350110001"":4,""370350111011"":4,""370350109001"":4,""370350103011"":4,""370350103042"":4,""370350106003"":4,""370350104013"":4,""370030405003"":4,""370350117012"":4,""370350112001"":4,""370350104021"":4,""370030402003"":4,""371119702001"":4,""370350104011"":4,""370350111021"":4,""370350104022"":4}","{""37035010302"":13,""37035011801"":12,""37035010401"":11,""37035010402"":10,""37003040500"":9,""37035010600"":9,""37035010501"":8,""37035010201"":7,""37035010301"":7,""37035011102"":7,""37035010502"":6,""37035011000"":6,""37027030800"":5,""37023021000"":5,""37027031300"":5,""37003040600"":4,""37035010101"":4,""37035011504"":4,""37035011101"":4,""37035011300"":4,""37027031202"":4,""37035010304"":4,""37003040700"":4,""37109070400"":4,""37035011200"":4,""37023021203"":4,""37003040300"":4,""37035011402"":4,""37035010700"":4,""37035011701"":4,""37035010303"":4}","{""370350105012"":10,""370350106001"":8,""370350103021"":7,""370350104013"":7,""370350104012"":6,""370030406003"":6,""370350103022"":6,""370350102011"":5,""370350118012"":5,""370350104021"":5,""370350103013"":4,""370350114021"":4,""370230210001"":4,""370350105011"":4,""371190061032"":4,""370270312022"":4,""370350105021"":4,""371090708003"":4,""370350115041"":4,""370350112002"":4,""370350106003"":4,""370350104011"":4,""370210031022"":4,""370350118011"":4,""370270313001"":4,""370350110002"":4,""370350110001"":4,""370350118013"":4,""370350117011"":4,""370350104022"":4,""370350111011"":4,""370350103031"":4}","{""US"":173}",6333,60,"{""<5"":2,""5-10"":32,""11-20"":23,""21-60"":131,""61-120"":125,""121-240"":47,"">240"":7}","{""Chick-fil-A"":10,""Walmart"":7,""McDonald's"":5,""Bojangles'"":4,""Wendy's"":4,""Lowes Foods"":3,""Lowe's"":3,""Starbucks"":3,""CVS"":3,""Subway"":3,""Dollar General"":2,""East Coast Wings + Grill"":2,""Sheetz"":2,""Panera Bread"":2,""Food Lion"":2,""Interim HealthCare"":2,""Hardee's Red Burrito"":2,""Exxon Mobil"":2,""Taco Bell"":1,""Marathon"":1}","{""Walmart"":39,""McDonald's"":31,""Chick-fil-A"":29,""Lowe's"":20,""Cook Out"":16,""Dollar General"":15,""CVS"":15,""Taco Bell"":12,""Exxon Mobil"":12,""Starbucks"":12,""Bojangles'"":12,""Shell Oil"":12,""Goodwill Industries"":11,""Subway"":11,""Wendy's"":10,""Food Lion"":9,""Lowes Foods"":9,""Sheetz"":9,""Marathon"":9,""Target"":8}","{""android"":58,""ios"":120}",4598.484754,0.025507367,0.045766305,2.35E-05,4.28E-05
223-223@628-p76-7nq,,Cash For Junk Cars,,,Automobile Dealers,Used Car Dealers,441120,40.030864,-75.022246,7777 State Rd,Philadelphia,PA,19136,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""8:00"", ""17:00""]] }","Car Dealers,Car Buyer",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,28,18,"[5,4,3,3,5,4,4]","[0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0]",421019891001,"{""421010356022"":4,""421019891001"":4,""421010292001"":4}","{""42101002701"":4,""42101034701"":4,""42101029200"":4,""42101034000"":4,""42101989100"":4}","{""421010347012"":4,""421010357012"":4,""421019891001"":4,""420171051001"":4,""421010383001"":4}","{""US"":15}",9424,22.5,"{""<5"":1,""5-10"":7,""11-20"":5,""21-60"":8,""61-120"":0,""121-240"":2,"">240"":5}","{""Wawa"":13,""Dunkin'"":8,""Planet Fitness"":4,""HomeSense"":4,""Norfolk Southern"":4,""Ross Stores"":4,""Kid to Kid"":4,""GameStop"":4,""Wingstop"":4,""Dollar General"":4,""The Vitamin Shoppe"":4,""CrossFit"":4,""Costco"":4,""Rite Aid"":4,""Pilot Flying J"":4,""Burger King"":4,""CVS"":4,""Acme Markets"":4,""Walmart Distribution"":4}","{""Dunkin'"":33,""Walmart"":28,""TravelCenters of America"":28,""Subway"":28,""International Trucks"":22,""Wawa"":22,""Pilot Flying J"":22,""Sunoco"":22,""Shell Oil"":22,""7-Eleven"":17,""Wingstop"":17,""Love's Travel Stops and Country Stores"":17,""Burger King"":17,""McDonald's"":17,""Planet Fitness"":11,""Cinnabon"":11,""Simon mall"":11,""Boston Market"":11,""ALDI"":11,""The Home Depot"":11}","{""android"":5,""ios"":9}",368.5247237,3.15E-04,4.97E-04,1.91E-06,4.02E-06
224-222@63s-xhg-8d9,223-222@63s-xhg-7yv,Nail Stop,,,Personal Care Services,"Hair, Nail, and Skin Care Services",81211,40.275898,-76.82393,3879 Union Deposit Rd,Harrisburg,PA,17109,US,17175642378,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }","Hair Removal,Waxing",,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
224-222@63s-yfv-7dv,,Valley Tavern,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,39.854505,-76.771576,1 Cherry St,Seven Valleys,PA,17360,US,17174282611,,American Food,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,78,47,"[0,5,13,5,13,21,21]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,1,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,4,1,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,3,1,4,1,0,1,2,0,0,0]",421330217125,"{""421330231003"":6,""421330205222"":4,""421330226006"":4,""420410106005"":4,""421330239022"":4,""421330226003"":4,""421330217125"":4,""421330217201"":4,""421330206002"":4,""421330230001"":4,""421330225002"":4}","{""42133021720"":5,""42133023710"":4,""42133020522"":4,""42133023000"":4,""42133021500"":4,""42133022500"":4,""42133020600"":4,""24005405000"":4,""24005492102"":4,""42133021712"":4}","{""421330210205"":4,""240054084001"":4,""421330212104"":4,""240054921022"":4,""240037027013"":4}","{""US"":46}",11188,83,"{""<5"":0,""5-10"":4,""11-20"":1,""21-60"":16,""61-120"":34,""121-240"":13,"">240"":10}","{""Rutter's Farm Stores"":17,""Weis Markets"":3,""Crunch"":3,""IGA"":3,""Lowe's"":3,""The Home Depot"":3,""Sheetz"":3,""GIANT Food Stores"":3,""BJ's Wholesale Club"":3,""Subway"":3,""Dollar Tree"":3,""Walmart"":2,""ULTA Beauty"":2,""Target"":2,""Chipotle Mexican Grill"":2,""Taco Bell"":2,""Wendy's"":2,""Party City"":2,""Wawa"":2,""Sam's Club Fuel Center"":2}","{""Rutter's Farm Stores"":45,""Sheetz"":19,""Chick-fil-A"":19,""Lowe's"":17,""Walmart"":15,""Target"":13,""GIANT Food Stores"":13,""McDonald's"":13,""The Home Depot"":11,""Starbucks"":11,""Wendy's"":11,""Panera Bread"":11,""Taco Bell"":9,""Walgreens"":9,""BJ's Wholesale Club"":9,""Chili's Grill & Bar"":6,""IGA"":6,""Dollar General"":6,""Royal Farms"":6,""Wawa"":6}","{""android"":24,""ios"":21}",1026.604587,5.34E-05,6.93E-05,5.32E-06,1.05E-05
22r-224@63g-78y-t5f,,Casual Male XL,SG_BRAND_e1eb06f05d36c5144e0a171bb6b9ce83,Casual Male XL,Clothing Stores,Men's Clothing Stores,448110,36.074194,-79.265969,4000 Arrowhead Blvd,Mebane,NC,27302,US,19193042059,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }","Men's Clothing,Accessories,Swimwear,Sportswear,Plus Size",,2021-02,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
222-222@63f-kp2-rff,,Griffin Associates Realtors,,,Religious Organizations,Religious Organizations,813110,35.941787,-78.877135,2123 So Hi Dr,Durham,NC,27703,US,19195966407,,,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
228-222@63d-48f-mrk,,Highland Ctr Genesis Eldercare Network,,,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110,40.613826,-79.741574,1050 Broadview Blvd,Brackenridge,PA,15014,US,,,"Elder Care,Skilled Nursing",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,38,12,"[4,9,6,8,4,4,3]","[0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0]",420034020001,"{""421298016001"":7,""420034011004"":4,""421298003001"":4,""420199127003"":4,""420059512003"":4}","{""42003401200"":4,""42003417100"":4,""42003401100"":4}","{""420034020001"":4}","{""US"":11}",8755,277.5,"{""<5"":2,""5-10"":3,""11-20"":0,""21-60"":3,""61-120"":3,""121-240"":6,"">240"":21}","{""Sheetz"":18,""Walmart"":6,""Dairy Queen"":6,""McDonald's"":6,""CVS"":6,""Target"":3,""Planet Fitness"":3,""PetSmart"":3,""UPMC"":3,""Dunkin'"":3}","{""Sheetz"":58,""Walmart"":50,""Dollar General"":25,""Dairy Queen"":25,""McDonald's"":25,""BP"":17,""Michaels Stores"":17,""Wendy's"":17,""O'Reilly Auto Parts"":17,""Sam's Club"":17,""Dunkin'"":17,""Anytime Fitness"":8,""Target"":8,""Planet Fitness"":8,""Things Remembered"":8,""Giant Eagle"":8,""Speedway"":8,""PetSmart"":8,""Park Plaza"":8,""Sam's Club Fuel Center"":8}","{""android"":4,""ios"":8}",500.1406965,0.001174398,0.00253841,2.59E-06,2.68E-06
22h-222@63d-5vy-f75,,Precious Pets Grooming Salon,,,Other Personal Services,Pet Care (except Veterinary) Services,812910,40.540695,-80.180221,440 Division St,Sewickley,PA,15143,US,14127418629,,Pet Sitting,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
22q-222@628-pgb-p7q,zzw-225@628-pgj-ct9,Trend Eye Care,,,Offices of Other Health Practitioners,Offices of Optometrists,621320,39.976406,-75.157013,1501 N Broad St Ste 7,Philadelphia,PA,19122,US,12158661742,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }","Optometrists,Lasik,Opticians",,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
zzw-223@63s-9nc-qj9,,Integrity First Home Buyers,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,39.972346,-76.677209,2500 Kingston Rd,East York,PA,17402,US,17177180858,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,5,5,"[0,1,1,0,1,2,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",421330102205,{},"{""42133010400"":4}",{},"{""US"":5}",2691,6,"{""<5"":0,""5-10"":3,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}","{""Rutter's Farm Stores"":20,""Starbucks"":20,""GIANT Food Stores"":20,""BMW"":20,""Fulton Bank"":20,""Regal Entertainment Group"":20,""Sam's Club"":20}","{""Rutter's Farm Stores"":60,""McDonald's"":60,""Jersey Mike's"":40,""T.J. Maxx"":40,""Starbucks"":40,""Petco"":20,""Sleep Number"":20,""Little Caesars"":20,""Ross Stores"":20,""Lowe's"":20,""NAPA Auto Parts"":20,""Walmart Vision Center"":20,""Red Wing Shoes"":20,""The Home Depot"":20,""7-Eleven"":20,""Royal Farms"":20,""Turkey Hill"":20,""Ford Motor Company"":20,""Sheetz"":20,""Sam's Club Fuel Center"":20}","{""android"":4,""ios"":4}",65.80798638,9.00E-04,0.001433897,3.41E-07,1.12E-06
226-222@63g-rf4-fzz,,Geneva Financial,,,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310,37.580541,-77.496294,4914 Fitzbugh Ave Ste 102,Richmond,VA,23230,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Mortgage Lender,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
222-223@8gg-t3t-z2k,,Mighty Mouths Martin Pediatric Dentistry LLC,,,Offices of Dentists,Offices of Dentists,621210,34.773335,-82.304822,218 New Neely Ferry Rd,Mauldin,SC,29662,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Pediatric Dentists,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,20,13,"[4,5,4,3,4,0,0]","[0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450450029052,"{""450450023011"":4,""450450020031"":4}","{""45045002003"":4,""45045002901"":4,""45059920800"":4,""45045002815"":4}","{""450450020052"":4,""450599201011"":4}","{""US"":13}",10465,44,"{""<5"":0,""5-10"":7,""11-20"":1,""21-60"":7,""61-120"":5,""121-240"":0,"">240"":0}","{""Domino's Pizza"":27,""Starbucks"":20,""QuikTrip"":20,""McDonald's"":20,""Cracker Barrel"":13,""Walmart"":7,""CarMax"":7,""Taco Bell"":7,""Dollar General"":7,""Costco Gasoline"":7,""Chick-fil-A"":7,""Hardee's"":7,""Burger King"":7,""Viva Chicken"":7,""Kia Motors"":7,""Carrabba's Italian Grill"":7,""Bojangles'"":7,""Sam's Club"":7,""Spinx"":7,""Ashley Furniture HomeStore"":7}","{""QuikTrip"":54,""McDonald's"":46,""Spinx"":46,""Walmart"":23,""Domino's Pizza"":23,""7-Eleven"":23,""Dollar General"":23,""Starbucks"":23,""Bojangles'"":23,""Shell Oil"":23,""Signs By Tomorrow"":15,""RaceWay"":15,""TD Bank"":15,""RaceTrac"":15,""The Home Depot"":15,""Popeyes Louisiana Kitchen"":15,""Costco Gasoline"":15,""Costco"":15,""Zaxby's"":15,""Cracker Barrel"":15}","{""android"":5,""ios"":8}",220.0813173,7.67E-04,0.00108231,2.01E-06,4.97E-06
225-222@63n-jrr-py9,,Ohio Recovery and Counseling Center,,,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,622210,38.794671,-83.546477,126 N Cross St,West Union,OH,45693,US,19378927140,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""17:00""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [[""8:30"", ""17:00""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [] }","Rehabilitation Center,Mental Health",,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
zzz-222@63s-b7k-ndv,,Elizabethtown Borough Community Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.151956,-76.598762,Mt Joy St,Elizabethtown,PA,17022,US,17173671700,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,161,104,"[9,25,22,22,31,21,31]","[0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,1,2,0,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,1,6,3,0,1,3,0,1,0,0,0,1,0,0,0,1,0,2,2,2,1,0,0,1,2,2,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,1,7,6,3,2,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,4,1,0,3,3,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4,1,6,2,1,2,2,3,1,2,1,0]",420710107022,"{""420710107021"":9,""420710107022"":9,""420710107015"":6,""420710108021"":6,""420710108011"":6,""420710106003"":5,""420710106004"":5,""420710105011"":4,""420710108013"":4,""420710109002"":4,""420710107012"":4,""420710118022"":4,""420710105012"":4,""420710107013"":4,""420710108014"":4,""420710111004"":4,""421330235003"":4,""420430220003"":4,""420710108012"":4,""420710106002"":4}","{""42071010702"":22,""42071010701"":15,""42071010801"":13,""42071010600"":10,""42071010802"":5,""42071010900"":5,""42071011802"":4,""42071013202"":4,""42071010502"":4,""42133022800"":4,""42071010501"":4}","{""420710107022"":11,""420710107021"":9,""420710106002"":6,""420710108011"":5,""420710107015"":5,""420710107013"":5,""420430220003"":4,""420430238002"":4,""421330228001"":4,""420710106004"":4,""420710108012"":4,""420710105012"":4,""420710107012"":4,""420710118024"":4,""420710107023"":4,""420710108021"":4,""420710118051"":4}","{""US"":102}",3575,40,"{""<5"":2,""5-10"":37,""11-20"":22,""21-60"":44,""61-120"":32,""121-240"":23,"">240"":1}","{""GIANT Food Stores"":12,""McDonald's"":8,""Turkey Hill"":6,""Dollar General"":4,""Sunoco"":3,""Taco Bell"":3,""Sheetz"":3,""Walmart"":2,""Advance Auto Parts"":2,""Target"":2,""The Home Depot"":2,""Speedway"":2,""Rita's Italian Ice"":1,""Weis Markets"":1,""Royal Farms"":1,""Wendy's"":1,""Subway"":1,""Worknet Occupational Medicine"":1,""Planet Fitness"":1,""Penn State Health"":1}","{""GIANT Food Stores"":36,""McDonald's"":30,""Turkey Hill"":27,""Dollar General"":18,""Sheetz"":15,""Rita's Italian Ice"":11,""Walmart"":11,""Speedway"":11,""Sunoco"":11,""Weis Markets"":9,""Target"":9,""Lowe's"":9,""Wendy's"":8,""Taco Bell"":7,""The Home Depot"":7,""Starbucks"":7,""Burger King"":7,""Dunkin'"":7,""Dollar Tree"":7,""Advance Auto Parts"":6}","{""android"":46,""ios"":57}",2119.017161,2.60E-04,3.91E-04,1.10E-05,2.32E-05
223-222@8gg-smz-fpv,,Pho Your Choice,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,34.919488,-82.000426,2660 Reidville Rd Ste 3,Spartanburg,SC,29301,US,18646999011,,"Coffee Shop,Bubble Tea Shop,Vietnamese Food",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,102,80,"[16,13,15,17,18,23,0]","[0,0,0,0,0,0,0,0,2,1,2,1,2,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,4,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,4,1,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450830219023,"{""450830238012"":5,""450830234033"":5,""450830237002"":5,""450830235002"":4,""450830224013"":4,""450830234041"":4,""450830223021"":4,""450830230013"":4,""450830217003"":4,""450830224042"":4,""450830230021"":4,""450830220072"":4,""450219701001"":4,""450830223022"":4,""450599201021"":4,""450830236005"":4,""450830219024"":4,""450830229002"":4,""450830214023"":4,""450870308003"":4,""450830206021"":4,""450830234032"":4,""370459515021"":4,""450830213034"":4}","{""45083023403"":7,""45083022404"":4,""45083020602"":4,""45083022406"":4,""45083022003"":4,""45083023002"":4,""45083022403"":4,""45083023801"":4,""45087030700"":4,""45083023001"":4,""37045951502"":4,""45083023404"":4,""45083022900"":4,""45083023600"":4,""45083022401"":4,""45083023700"":4}","{""450830219023"":8,""450830234033"":5,""450830224042"":5,""450830224041"":5,""450830224013"":4,""450830224063"":4,""450450021032"":4,""450830234032"":4,""450830223021"":4,""450830234051"":4,""450830231014"":4,""450830234022"":4,""450830213012"":4,""450219702023"":4,""450830228021"":4,""450830235002"":4,""450830206021"":4,""450830214023"":4,""450830216002"":4,""450830219024"":4,""450219701002"":4}","{""US"":77}",16413,34,"{""<5"":1,""5-10"":20,""11-20"":11,""21-60"":34,""61-120"":9,""121-240"":16,"">240"":11}","{""Dollar General"":9,""QuikTrip"":8,""Subway"":8,""Lowe's"":7,""McDonald's"":7,""Chick-fil-A"":6,""Academy Sports + Outdoors"":5,""Exxon Mobil"":5,""Starbucks"":4,""Zaxby's"":4,""CVS"":4,""Food Lion"":4,""Sam's Club"":4,""Shell Oil"":4,""Walmart"":3,""Target"":3,""Planet Fitness"":3,""Champs Sports"":3,""Ingles Markets"":3,""Scotchman"":3}","{""McDonald's"":39,""QuikTrip"":38,""Walmart"":31,""Dollar General"":29,""Lowe's"":26,""Chick-fil-A"":25,""Exxon Mobil"":21,""Spinx"":20,""Ingles Markets"":19,""Academy Sports + Outdoors"":18,""Zaxby's"":18,""Shell Oil"":18,""Circle K"":16,""CVS"":16,""Subway"":15,""Goodwill Industries"":14,""Starbucks"":14,""Dollar Tree"":14,""Food Lion"":13,""Waffle House"":11}","{""android"":32,""ios"":45}",1122.414718,7.66E-05,9.50E-05,1.02E-05,3.06E-05
zzw-22z@63j-x45-sqz,237-225@63j-x45-wc5,Buckle,SG_BRAND_828d3b9a394290e9b734079bcc24a736,Buckle,Clothing Stores,Family Clothing Stores,448140,40.050749,-82.91535,135 Easton Town Ctr,Columbus,OH,43219,US,,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Women's Clothing,Men's Clothing,Accessories,Children's Clothing,Perfume",,,2020-12,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
